id,year,council_area,age_group,sex,number_assessed,percent_assessed
2660,2011,North Lanarkshire,Unknown,All,0,0
2661,2012,North Lanarkshire,Under 20yrs old,All,52,6.60737
2662,2012,North Lanarkshire,20 to 24 yrs old,All,118,14.99365
2663,2012,North Lanarkshire,25 to 29 yrs old,All,131,16.64549
2664,2012,North Lanarkshire,30 to 34 yrs old,All,173,21.98221
2665,2012,North Lanarkshire,35 to 39 yrs old,All,122,15.50191
2666,2012,North Lanarkshire,40 to 44 yrs old,All,112,14.23126
2667,2012,North Lanarkshire,45+ yrs old,All,79,10.03812
2668,2012,North Lanarkshire,Unknown,All,0,0
2669,2013,North Lanarkshire,Under 20yrs old,All,49,5.55556
2670,2013,North Lanarkshire,20 to 24 yrs old,All,126,14.28571
2671,2013,North Lanarkshire,25 to 29 yrs old,All,144,16.32653
2672,2013,North Lanarkshire,30 to 34 yrs old,All,186,21.08844
2673,2013,North Lanarkshire,35 to 39 yrs old,All,147,16.66667
2674,2013,North Lanarkshire,40 to 44 yrs old,All,108,12.2449
2675,2013,North Lanarkshire,45+ yrs old,All,122,13.8322
2676,2013,North Lanarkshire,Unknown,All,0,0
2677,2014,North Lanarkshire,Under 20yrs old,All,56,6.84597
2678,2014,North Lanarkshire,20 to 24 yrs old,All,111,13.56968
2679,2014,North Lanarkshire,25 to 29 yrs old,All,123,15.03667
2680,2014,North Lanarkshire,30 to 34 yrs old,All,155,18.94866
2681,2014,North Lanarkshire,35 to 39 yrs old,All,141,17.23716
2682,2014,North Lanarkshire,40 to 44 yrs old,All,133,16.25917
2683,2014,North Lanarkshire,45+ yrs old,All,99,12.10269
2684,2014,North Lanarkshire,Unknown,All,0,0
2685,2015,North Lanarkshire,Under 20yrs old,All,54,6.23557
2686,2015,North Lanarkshire,20 to 24 yrs old,All,130,15.01155
2687,2015,North Lanarkshire,25 to 29 yrs old,All,130,15.01155
2688,2015,North Lanarkshire,30 to 34 yrs old,All,156,18.01386
2689,2015,North Lanarkshire,35 to 39 yrs old,All,158,18.2448
2690,2015,North Lanarkshire,40 to 44 yrs old,All,115,13.27945
2691,2015,North Lanarkshire,45+ yrs old,All,123,14.20323
2692,2015,North Lanarkshire,Unknown,All,0,0
2693,2016,North Lanarkshire,Under 20yrs old,All,34,3.82022
2694,2016,North Lanarkshire,20 to 24 yrs old,All,119,13.37079
2695,2016,North Lanarkshire,25 to 29 yrs old,All,156,17.52809
2696,2016,North Lanarkshire,30 to 34 yrs old,All,150,16.85393
2697,2016,North Lanarkshire,35 to 39 yrs old,All,159,17.86517
2698,2016,North Lanarkshire,40 to 44 yrs old,All,121,13.59551
2699,2016,North Lanarkshire,45+ yrs old,All,151,16.96629
2700,2016,North Lanarkshire,Unknown,All,0,0
2701,2017,North Lanarkshire,Under 20yrs old,All,28,3.15315
2702,2017,North Lanarkshire,20 to 24 yrs old,All,121,13.62613
2703,2017,North Lanarkshire,25 to 29 yrs old,All,130,14.63964
2704,2017,North Lanarkshire,30 to 34 yrs old,All,158,17.79279
2705,2017,North Lanarkshire,35 to 39 yrs old,All,168,18.91892
2706,2017,North Lanarkshire,40 to 44 yrs old,All,133,14.97748
2707,2017,North Lanarkshire,45+ yrs old,All,150,16.89189
2708,2017,North Lanarkshire,Unknown,All,0,0
2709,2019,North Lanarkshire,Under 20yrs old,All,30,3.42857
2710,2019,North Lanarkshire,20 to 24 yrs old,All,124,14.17143
2711,2019,North Lanarkshire,25 to 29 yrs old,All,173,19.77143
2712,2019,North Lanarkshire,30 to 34 yrs old,All,140,16
2713,2019,North Lanarkshire,35 to 39 yrs old,All,163,18.62857
2714,2019,North Lanarkshire,40 to 44 yrs old,All,107,12.22857
2715,2019,North Lanarkshire,45+ yrs old,All,137,15.65714
2716,2019,North Lanarkshire,Unknown,All,1,0.11429
2717,2006,South Lanarkshire,Under 20yrs old,All,37,9.25
2718,2006,South Lanarkshire,20 to 24 yrs old,All,66,16.5
2719,2006,South Lanarkshire,25 to 29 yrs old,All,119,29.75
2720,2006,South Lanarkshire,30 to 34 yrs old,All,85,21.25
2721,2006,South Lanarkshire,35 to 39 yrs old,All,60,15
2722,2006,South Lanarkshire,40 to 44 yrs old,All,19,4.75
2723,2006,South Lanarkshire,45+ yrs old,All,14,3.5
2724,2006,South Lanarkshire,Unknown,All,0,0
2725,2007,South Lanarkshire,Under 20yrs old,All,42,8.69565
2726,2007,South Lanarkshire,20 to 24 yrs old,All,94,19.4617
2727,2007,South Lanarkshire,25 to 29 yrs old,All,123,25.46584
2728,2007,South Lanarkshire,30 to 34 yrs old,All,110,22.77433
2729,2007,South Lanarkshire,35 to 39 yrs old,All,64,13.25052
2730,2007,South Lanarkshire,40 to 44 yrs old,All,27,5.59006
2731,2007,South Lanarkshire,45+ yrs old,All,23,4.7619
2732,2007,South Lanarkshire,Unknown,All,0,0
2733,2008,South Lanarkshire,Under 20yrs old,All,45,9.78261
2734,2008,South Lanarkshire,20 to 24 yrs old,All,81,17.6087
2735,2008,South Lanarkshire,25 to 29 yrs old,All,111,24.13043
2736,2008,South Lanarkshire,30 to 34 yrs old,All,83,18.04348
2737,2008,South Lanarkshire,35 to 39 yrs old,All,86,18.69565
2738,2008,South Lanarkshire,40 to 44 yrs old,All,39,8.47826
2739,2008,South Lanarkshire,45+ yrs old,All,15,3.26087
2740,2008,South Lanarkshire,Unknown,All,0,0
2741,2009,South Lanarkshire,Under 20yrs old,All,15,2.71739
2742,2009,South Lanarkshire,20 to 24 yrs old,All,69,12.5
2743,2009,South Lanarkshire,25 to 29 yrs old,All,133,24.0942
2744,2009,South Lanarkshire,30 to 34 yrs old,All,152,27.53623
2745,2009,South Lanarkshire,35 to 39 yrs old,All,106,19.2029
2746,2009,South Lanarkshire,40 to 44 yrs old,All,56,10.14493
2747,2009,South Lanarkshire,45+ yrs old,All,21,3.80435
2748,2009,South Lanarkshire,Unknown,All,0,0
2749,2010,South Lanarkshire,Under 20yrs old,All,24,6.43432
2750,2010,South Lanarkshire,20 to 24 yrs old,All,48,12.86863
2751,2010,South Lanarkshire,25 to 29 yrs old,All,78,20.91153
2752,2010,South Lanarkshire,30 to 34 yrs old,All,82,21.98391
2753,2010,South Lanarkshire,35 to 39 yrs old,All,72,19.30295
2754,2010,South Lanarkshire,40 to 44 yrs old,All,41,10.99196
2755,2010,South Lanarkshire,45+ yrs old,All,28,7.5067
2756,2010,South Lanarkshire,Unknown,All,0,0
2757,2011,South Lanarkshire,Under 20yrs old,All,21,5.69106
2758,2011,South Lanarkshire,20 to 24 yrs old,All,45,12.19512
2759,2011,South Lanarkshire,25 to 29 yrs old,All,70,18.97019
2760,2011,South Lanarkshire,30 to 34 yrs old,All,79,21.40921
2761,2011,South Lanarkshire,35 to 39 yrs old,All,71,19.24119
2762,2011,South Lanarkshire,40 to 44 yrs old,All,60,16.26016
2763,2011,South Lanarkshire,45+ yrs old,All,23,6.23306
2764,2011,South Lanarkshire,Unknown,All,0,0
2765,2012,South Lanarkshire,Under 20yrs old,All,25,6.41026
2766,2012,South Lanarkshire,20 to 24 yrs old,All,45,11.53846
2767,2012,South Lanarkshire,25 to 29 yrs old,All,75,19.23077
2768,2012,South Lanarkshire,30 to 34 yrs old,All,89,22.82051
2769,2012,South Lanarkshire,35 to 39 yrs old,All,73,18.71795
2770,2012,South Lanarkshire,40 to 44 yrs old,All,46,11.79487
2771,2012,South Lanarkshire,45+ yrs old,All,37,9.48718
2772,2012,South Lanarkshire,Unknown,All,0,0
2773,2013,South Lanarkshire,Under 20yrs old,All,34,6.75944
2774,2013,South Lanarkshire,20 to 24 yrs old,All,59,11.72962
2775,2013,South Lanarkshire,25 to 29 yrs old,All,84,16.6998
2776,2013,South Lanarkshire,30 to 34 yrs old,All,96,19.08549
2777,2013,South Lanarkshire,35 to 39 yrs old,All,108,21.47117
2778,2013,South Lanarkshire,40 to 44 yrs old,All,67,13.32008
2779,2013,South Lanarkshire,45+ yrs old,All,55,10.93439
2780,2013,South Lanarkshire,Unknown,All,0,0
2781,2014,South Lanarkshire,Under 20yrs old,All,41,8.742
2782,2014,South Lanarkshire,20 to 24 yrs old,All,54,11.51386
2783,2014,South Lanarkshire,25 to 29 yrs old,All,71,15.13859
2784,2014,South Lanarkshire,30 to 34 yrs old,All,87,18.55011
2785,2014,South Lanarkshire,35 to 39 yrs old,All,79,16.84435
2786,2014,South Lanarkshire,40 to 44 yrs old,All,74,15.77825
2787,2014,South Lanarkshire,45+ yrs old,All,63,13.43284
2788,2014,South Lanarkshire,Unknown,All,0,0
2789,2015,South Lanarkshire,Under 20yrs old,All,48,6.13027
2790,2015,South Lanarkshire,20 to 24 yrs old,All,85,10.85568
2791,2015,South Lanarkshire,25 to 29 yrs old,All,105,13.40996
2792,2015,South Lanarkshire,30 to 34 yrs old,All,117,14.94253
2793,2015,South Lanarkshire,35 to 39 yrs old,All,157,20.05109
2794,2015,South Lanarkshire,40 to 44 yrs old,All,124,15.83653
2795,2015,South Lanarkshire,45+ yrs old,All,147,18.77395
2796,2015,South Lanarkshire,Unknown,All,0,0
2797,2016,South Lanarkshire,Under 20yrs old,All,29,4.19075
2798,2016,South Lanarkshire,20 to 24 yrs old,All,91,13.15029
2799,2016,South Lanarkshire,25 to 29 yrs old,All,97,14.01734
2800,2016,South Lanarkshire,30 to 34 yrs old,All,147,21.24277
2801,2016,South Lanarkshire,35 to 39 yrs old,All,123,17.77457
2802,2016,South Lanarkshire,40 to 44 yrs old,All,105,15.17341
2803,2016,South Lanarkshire,45+ yrs old,All,100,14.45087
2804,2016,South Lanarkshire,Unknown,All,0,0
2805,2017,South Lanarkshire,Under 20yrs old,All,16,2.96846
2806,2017,South Lanarkshire,20 to 24 yrs old,All,61,11.31725
2807,2017,South Lanarkshire,25 to 29 yrs old,All,91,16.88312
2808,2017,South Lanarkshire,30 to 34 yrs old,All,93,17.25417
2809,2017,South Lanarkshire,35 to 39 yrs old,All,106,19.66605
2810,2017,South Lanarkshire,40 to 44 yrs old,All,77,14.28571
2811,2017,South Lanarkshire,45+ yrs old,All,95,17.62523
2812,2017,South Lanarkshire,Unknown,All,0,0
2813,2019,South Lanarkshire,Under 20yrs old,All,22,3.85965
2814,2019,South Lanarkshire,20 to 24 yrs old,All,62,10.87719
2815,2019,South Lanarkshire,25 to 29 yrs old,All,101,17.7193
2816,2019,South Lanarkshire,30 to 34 yrs old,All,99,17.36842
2817,2019,South Lanarkshire,35 to 39 yrs old,All,99,17.36842
2818,2019,South Lanarkshire,40 to 44 yrs old,All,77,13.50877
2819,2019,South Lanarkshire,45+ yrs old,All,110,19.29825
2820,2019,South Lanarkshire,Unknown,All,0,0
2821,2006,East lothian,Under 20yrs old,All,23,8.71212
2822,2006,East lothian,20 to 24 yrs old,All,71,26.89394
2823,2006,East lothian,25 to 29 yrs old,All,58,21.9697
2824,2006,East lothian,30 to 34 yrs old,All,52,19.69697
2825,2006,East lothian,35 to 39 yrs old,All,24,9.09091
2826,2006,East lothian,40 to 44 yrs old,All,18,6.81818
2827,2006,East lothian,45+ yrs old,All,18,6.81818
2828,2006,East lothian,Unknown,All,0,0
2829,2007,East lothian,Under 20yrs old,All,10,4.329
2830,2007,East lothian,20 to 24 yrs old,All,51,22.07792
2831,2007,East lothian,25 to 29 yrs old,All,52,22.51082
2832,2007,East lothian,30 to 34 yrs old,All,61,26.40693
2833,2007,East lothian,35 to 39 yrs old,All,35,15.15152
2834,2007,East lothian,40 to 44 yrs old,All,15,6.49351
2835,2007,East lothian,45+ yrs old,All,7,3.0303
2836,2007,East lothian,Unknown,All,0,0
2837,2008,East lothian,Under 20yrs old,All,7,3.51759
2838,2008,East lothian,20 to 24 yrs old,All,33,16.58291
2839,2008,East lothian,25 to 29 yrs old,All,50,25.12563
2840,2008,East lothian,30 to 34 yrs old,All,40,20.1005
2841,2008,East lothian,35 to 39 yrs old,All,39,19.59799
2842,2008,East lothian,40 to 44 yrs old,All,21,10.55276
2843,2008,East lothian,45+ yrs old,All,9,4.52261
2844,2008,East lothian,Unknown,All,0,0
2845,2009,East lothian,Under 20yrs old,All,13,6.10329
2846,2009,East lothian,20 to 24 yrs old,All,27,12.67606
2847,2009,East lothian,25 to 29 yrs old,All,66,30.98592
2848,2009,East lothian,30 to 34 yrs old,All,54,25.35211
2849,2009,East lothian,35 to 39 yrs old,All,26,12.20657
2850,2009,East lothian,40 to 44 yrs old,All,14,6.57277
2851,2009,East lothian,45+ yrs old,All,13,6.10329
2852,2009,East lothian,Unknown,All,0,0
2853,2010,East lothian,Under 20yrs old,All,6,4.05405
2854,2010,East lothian,20 to 24 yrs old,All,25,16.89189
2855,2010,East lothian,25 to 29 yrs old,All,47,31.75676
2856,2010,East lothian,30 to 34 yrs old,All,30,20.27027
2857,2010,East lothian,35 to 39 yrs old,All,25,16.89189
2858,2010,East lothian,40 to 44 yrs old,All,8,5.40541
2859,2010,East lothian,45+ yrs old,All,7,4.72973
2860,2010,East lothian,Unknown,All,0,0
2861,2011,East lothian,Under 20yrs old,All,18,9.83607
2862,2011,East lothian,20 to 24 yrs old,All,25,13.6612
2863,2011,East lothian,25 to 29 yrs old,All,41,22.40437
2864,2011,East lothian,30 to 34 yrs old,All,53,28.96175
2865,2011,East lothian,35 to 39 yrs old,All,29,15.84699
2866,2011,East lothian,40 to 44 yrs old,All,12,6.55738
2867,2011,East lothian,45+ yrs old,All,5,2.73224
2868,2011,East lothian,Unknown,All,0,0
2869,2012,East lothian,Under 20yrs old,All,5,3.7594
2870,2012,East lothian,20 to 24 yrs old,All,19,14.28571
2871,2012,East lothian,25 to 29 yrs old,All,28,21.05263
2872,2012,East lothian,30 to 34 yrs old,All,33,24.81203
2873,2012,East lothian,35 to 39 yrs old,All,26,19.54887
2874,2012,East lothian,40 to 44 yrs old,All,12,9.02256
2875,2012,East lothian,45+ yrs old,All,10,7.5188
2876,2012,East lothian,Unknown,All,0,0
2877,2013,East lothian,Under 20yrs old,All,11,6.62651
2878,2013,East lothian,20 to 24 yrs old,All,17,10.24096
2879,2013,East lothian,25 to 29 yrs old,All,26,15.66265
2880,2013,East lothian,30 to 34 yrs old,All,35,21.08434
2881,2013,East lothian,35 to 39 yrs old,All,38,22.89157
2882,2013,East lothian,40 to 44 yrs old,All,18,10.84337
2883,2013,East lothian,45+ yrs old,All,21,12.6506
2884,2013,East lothian,Unknown,All,0,0
2885,2014,East lothian,Under 20yrs old,All,16,6.95652
2886,2014,East lothian,20 to 24 yrs old,All,23,10
2887,2014,East lothian,25 to 29 yrs old,All,29,12.6087
2888,2014,East lothian,30 to 34 yrs old,All,55,23.91304
2889,2014,East lothian,35 to 39 yrs old,All,47,20.43478
2890,2014,East lothian,40 to 44 yrs old,All,35,15.21739
2891,2014,East lothian,45+ yrs old,All,25,10.86957
2892,2014,East lothian,Unknown,All,0,0
2893,2015,East lothian,Under 20yrs old,All,16,9.52381
2894,2015,East lothian,20 to 24 yrs old,All,17,10.11905
2895,2015,East lothian,25 to 29 yrs old,All,23,13.69048
2896,2015,East lothian,30 to 34 yrs old,All,30,17.85714
2897,2015,East lothian,35 to 39 yrs old,All,34,20.2381
2898,2015,East lothian,40 to 44 yrs old,All,29,17.2619
2899,2015,East lothian,45+ yrs old,All,19,11.30952
2900,2015,East lothian,Unknown,All,0,0
2901,2016,East lothian,Under 20yrs old,All,9,5.08475
2902,2016,East lothian,20 to 24 yrs old,All,14,7.9096
2903,2016,East lothian,25 to 29 yrs old,All,22,12.42938
2904,2016,East lothian,30 to 34 yrs old,All,53,29.9435
2905,2016,East lothian,35 to 39 yrs old,All,36,20.33898
2906,2016,East lothian,40 to 44 yrs old,All,29,16.38418
2907,2016,East lothian,45+ yrs old,All,14,7.9096
2908,2016,East lothian,Unknown,All,0,0
2909,2017,East lothian,Under 20yrs old,All,8,5.16129
2910,2017,East lothian,20 to 24 yrs old,All,7,4.51613
2911,2017,East lothian,25 to 29 yrs old,All,16,10.32258
2912,2017,East lothian,30 to 34 yrs old,All,38,24.51613
2913,2017,East lothian,35 to 39 yrs old,All,50,32.25806
2914,2017,East lothian,40 to 44 yrs old,All,21,13.54839
2915,2017,East lothian,45+ yrs old,All,15,9.67742
2916,2017,East lothian,Unknown,All,0,0
2917,2019,East lothian,Under 20yrs old,All,11,7.58621
2918,2019,East lothian,20 to 24 yrs old,All,12,8.27586
2919,2019,East lothian,25 to 29 yrs old,All,19,13.10345
2920,2019,East lothian,30 to 34 yrs old,All,32,22.06897
2921,2019,East lothian,35 to 39 yrs old,All,36,24.82759
2922,2019,East lothian,40 to 44 yrs old,All,19,13.10345
2923,2019,East lothian,45+ yrs old,All,16,11.03448
2924,2019,East lothian,Unknown,All,0,0
2925,2006,West Lothian,Under 20yrs old,All,55,10.86957
2926,2006,West Lothian,20 to 24 yrs old,All,105,20.75099
2927,2006,West Lothian,25 to 29 yrs old,All,122,24.11067
2928,2006,West Lothian,30 to 34 yrs old,All,101,19.96047
2929,2006,West Lothian,35 to 39 yrs old,All,73,14.42688
2930,2006,West Lothian,40 to 44 yrs old,All,34,6.71937
2931,2006,West Lothian,45+ yrs old,All,16,3.16206
2932,2006,West Lothian,Unknown,All,0,0
2933,2007,West Lothian,Under 20yrs old,All,88,16.2963
2934,2007,West Lothian,20 to 24 yrs old,All,112,20.74074
2935,2007,West Lothian,25 to 29 yrs old,All,135,25
2936,2007,West Lothian,30 to 34 yrs old,All,86,15.92593
2937,2007,West Lothian,35 to 39 yrs old,All,76,14.07407
2938,2007,West Lothian,40 to 44 yrs old,All,28,5.18519
2939,2007,West Lothian,45+ yrs old,All,15,2.77778
2940,2007,West Lothian,Unknown,All,0,0
2941,2008,West Lothian,Under 20yrs old,All,84,16.50295
2942,2008,West Lothian,20 to 24 yrs old,All,100,19.64637
2943,2008,West Lothian,25 to 29 yrs old,All,125,24.55796
2944,2008,West Lothian,30 to 34 yrs old,All,90,17.68173
2945,2008,West Lothian,35 to 39 yrs old,All,58,11.39489
2946,2008,West Lothian,40 to 44 yrs old,All,31,6.09037
2947,2008,West Lothian,45+ yrs old,All,21,4.12574
2948,2008,West Lothian,Unknown,All,0,0
2949,2009,West Lothian,Under 20yrs old,All,80,16.56315
2950,2009,West Lothian,20 to 24 yrs old,All,88,18.21946
2951,2009,West Lothian,25 to 29 yrs old,All,97,20.08282
2952,2009,West Lothian,30 to 34 yrs old,All,99,20.49689
2953,2009,West Lothian,35 to 39 yrs old,All,52,10.76605
2954,2009,West Lothian,40 to 44 yrs old,All,35,7.24638
2955,2009,West Lothian,45+ yrs old,All,32,6.62526
2956,2009,West Lothian,Unknown,All,0,0
2957,2010,West Lothian,Under 20yrs old,All,66,15.24249
2958,2010,West Lothian,20 to 24 yrs old,All,68,15.70439
2959,2010,West Lothian,25 to 29 yrs old,All,82,18.93764
2960,2010,West Lothian,30 to 34 yrs old,All,84,19.39954
2961,2010,West Lothian,35 to 39 yrs old,All,65,15.01155
2962,2010,West Lothian,40 to 44 yrs old,All,40,9.23788
2963,2010,West Lothian,45+ yrs old,All,28,6.46651
2964,2010,West Lothian,Unknown,All,0,0
2965,2011,West Lothian,Under 20yrs old,All,58,15.2231
2966,2011,West Lothian,20 to 24 yrs old,All,57,14.96063
2967,2011,West Lothian,25 to 29 yrs old,All,59,15.48556
2968,2011,West Lothian,30 to 34 yrs old,All,68,17.84777
2969,2011,West Lothian,35 to 39 yrs old,All,59,15.48556
2970,2011,West Lothian,40 to 44 yrs old,All,50,13.12336
2971,2011,West Lothian,45+ yrs old,All,30,7.87402
2972,2011,West Lothian,Unknown,All,0,0
2973,2012,West Lothian,Under 20yrs old,All,93,20.80537
2974,2012,West Lothian,20 to 24 yrs old,All,57,12.75168
2975,2012,West Lothian,25 to 29 yrs old,All,69,15.43624
2976,2012,West Lothian,30 to 34 yrs old,All,87,19.46309
2977,2012,West Lothian,35 to 39 yrs old,All,54,12.08054
2978,2012,West Lothian,40 to 44 yrs old,All,51,11.4094
2979,2012,West Lothian,45+ yrs old,All,36,8.05369
2980,2012,West Lothian,Unknown,All,0,0
2981,2013,West Lothian,Under 20yrs old,All,88,16.85824
2982,2013,West Lothian,20 to 24 yrs old,All,45,8.62069
2983,2013,West Lothian,25 to 29 yrs old,All,89,17.04981
2984,2013,West Lothian,30 to 34 yrs old,All,95,18.19923
2985,2013,West Lothian,35 to 39 yrs old,All,91,17.43295
2986,2013,West Lothian,40 to 44 yrs old,All,60,11.49425
2987,2013,West Lothian,45+ yrs old,All,54,10.34483
2988,2013,West Lothian,Unknown,All,0,0
2989,2014,West Lothian,Under 20yrs old,All,74,12.62799
2990,2014,West Lothian,20 to 24 yrs old,All,52,8.87372
2991,2014,West Lothian,25 to 29 yrs old,All,102,17.40614
2992,2014,West Lothian,30 to 34 yrs old,All,107,18.25939
2993,2014,West Lothian,35 to 39 yrs old,All,115,19.62457
2994,2014,West Lothian,40 to 44 yrs old,All,64,10.9215
2995,2014,West Lothian,45+ yrs old,All,72,12.28669
2996,2014,West Lothian,Unknown,All,0,0
2997,2015,West Lothian,Under 20yrs old,All,58,10.74074
2998,2015,West Lothian,20 to 24 yrs old,All,41,7.59259
2999,2015,West Lothian,25 to 29 yrs old,All,97,17.96296
3000,2015,West Lothian,30 to 34 yrs old,All,104,19.25926
3001,2015,West Lothian,35 to 39 yrs old,All,104,19.25926
3002,2015,West Lothian,40 to 44 yrs old,All,70,12.96296
3003,2015,West Lothian,45+ yrs old,All,66,12.22222
3004,2015,West Lothian,Unknown,All,0,0
3005,2016,West Lothian,Under 20yrs old,All,48,9.58084
3006,2016,West Lothian,20 to 24 yrs old,All,44,8.78244
3007,2016,West Lothian,25 to 29 yrs old,All,84,16.76647
3008,2016,West Lothian,30 to 34 yrs old,All,92,18.36327
3009,2016,West Lothian,35 to 39 yrs old,All,93,18.56287
3010,2016,West Lothian,40 to 44 yrs old,All,65,12.97405
3011,2016,West Lothian,45+ yrs old,All,75,14.97006
3012,2016,West Lothian,Unknown,All,0,0
3013,2017,West Lothian,Under 20yrs old,All,12,2.68456
3014,2017,West Lothian,20 to 24 yrs old,All,39,8.72483
3015,2017,West Lothian,25 to 29 yrs old,All,96,21.47651
3016,2017,West Lothian,30 to 34 yrs old,All,81,18.12081
3017,2017,West Lothian,35 to 39 yrs old,All,84,18.79195
3018,2017,West Lothian,40 to 44 yrs old,All,68,15.21253
3019,2017,West Lothian,45+ yrs old,All,67,14.98881
3020,2017,West Lothian,Unknown,All,0,0
3021,2019,West Lothian,Under 20yrs old,All,13,2.89532
3022,2019,West Lothian,20 to 24 yrs old,All,49,10.91314
3023,2019,West Lothian,25 to 29 yrs old,All,76,16.9265
3024,2019,West Lothian,30 to 34 yrs old,All,90,20.04454
3025,2019,West Lothian,35 to 39 yrs old,All,75,16.70379
3026,2019,West Lothian,40 to 44 yrs old,All,71,15.81292
3027,2019,West Lothian,45+ yrs old,All,75,16.70379
3028,2019,West Lothian,Unknown,All,0,0
3029,2006,Midlothian,Under 20yrs old,All,8,4.49438
3030,2006,Midlothian,20 to 24 yrs old,All,45,25.2809
3031,2006,Midlothian,25 to 29 yrs old,All,60,33.70787
3032,2006,Midlothian,30 to 34 yrs old,All,34,19.10112
3033,2006,Midlothian,35 to 39 yrs old,All,14,7.86517
3034,2006,Midlothian,40 to 44 yrs old,All,8,4.49438
3035,2006,Midlothian,45+ yrs old,All,9,5.05618
3036,2006,Midlothian,Unknown,All,0,0
3037,2007,Midlothian,Under 20yrs old,All,7,5.51181
3038,2007,Midlothian,20 to 24 yrs old,All,20,15.74803
3039,2007,Midlothian,25 to 29 yrs old,All,39,30.70866
3040,2007,Midlothian,30 to 34 yrs old,All,30,23.62205
3041,2007,Midlothian,35 to 39 yrs old,All,16,12.59843
3042,2007,Midlothian,40 to 44 yrs old,All,NA,NA
3043,2007,Midlothian,45+ yrs old,All,NA,NA
3044,2007,Midlothian,Unknown,All,0,0
3045,2008,Midlothian,Under 20yrs old,All,7,4.86111
3046,2008,Midlothian,20 to 24 yrs old,All,27,18.75
3047,2008,Midlothian,25 to 29 yrs old,All,54,37.5
3048,2008,Midlothian,30 to 34 yrs old,All,23,15.97222
3049,2008,Midlothian,35 to 39 yrs old,All,18,12.5
3050,2008,Midlothian,40 to 44 yrs old,All,8,5.55556
3051,2008,Midlothian,45+ yrs old,All,7,4.86111
3052,2008,Midlothian,Unknown,All,0,0
3053,2009,Midlothian,Under 20yrs old,All,11,8.46154
3054,2009,Midlothian,20 to 24 yrs old,All,19,14.61538
3055,2009,Midlothian,25 to 29 yrs old,All,43,33.07692
3056,2009,Midlothian,30 to 34 yrs old,All,24,18.46154
